appid,release_date
713530,2017-09-30
713540,2017-10-12
713570,2017-12-19
713580,2017-10-16
713590,2017-09-25
713600,2017-09-25
713610,2017-10-05
713650,2017-09-25
713680,2017-09-27
713780,2017-09-30
713800,2017-10-05
713830,2018-02-22
713840,2017-12-19
713860,2017-09-29
713920,2017-11-17
713940,2017-10-30
713950,2017-10-11
713980,2017-12-14
714010,2018-02-07
714020,2018-04-13
714060,2017-12-20
714080,2018-09-13
714130,2019-01-23
714240,2017-09-19
714250,2019-03-05
714280,2017-10-10
714290,2017-10-16
714300,2017-10-03
714360,2017-10-04
714370,2019-03-05
714530,2017-10-24
714570,2017-09-28
714580,2017-10-30
714610,2018-03-20
714620,2017-10-02
714640,2018-03-26
714670,2017-09-27
714730,2018-01-21
714780,2017-12-14
714800,2018-06-29
714840,2017-09-29
714880,2017-10-13
714910,2017-10-11
714970,2017-10-25
714980,2018-01-17
715010,2017-10-13
715050,2018-02-13
715060,2017-09-30
715090,2017-09-27
715100,2017-11-08
715210,2018-05-31
715270,2018-12-19
715280,2018-12-07
715290,2017-11-18
715310,2017-10-18
715350,2019-04-02
715370,2017-10-09
715410,2017-12-14
715430,2017-10-10
715440,2017-09-28
715460,2017-10-05
715470,2017-10-04
715490,2017-09-18
715510,2017-10-11
715520,2018-09-12
715560,2019-02-13
715580,2017-12-18
715650,2018-01-18
715660,2018-04-26
715670,2018-01-05
715690,2017-10-11
715720,2017-09-29
715760,2018-12-09
715800,2018-03-15
715840,2017-10-11
715980,2017-09-29
715990,2017-10-19
716000,2017-12-05
716010,2018-06-01
716040,2018-02-17
716050,2017-12-08
716070,2017-10-26
716090,2017-11-01
716100,2017-12-27
716150,2017-10-11
716190,2017-10-03
716230,2017-11-13
716240,2017-10-20
716250,2019-04-23
716260,2017-10-26
716310,2017-10-03
716330,2017-10-31
716340,2017-10-24
716360,2017-10-19
716370,2017-09-26
716380,2017-11-03
716400,2017-11-01
716480,2017-10-31
716490,2018-10-22
716560,2019-03-12
716600,2017-10-10
716630,2017-10-25
716640,2019-04-18
716650,2017-10-17
716680,2017-12-13
716710,2018-01-05
716750,2018-04-06
716760,2018-06-28
716770,2018-03-19
716850,2017-10-02
716870,2017-10-05
716890,2017-10-18
716900,2017-10-09
716920,2017-10-27
716940,2017-10-03
716950,2017-12-18
717000,2017-10-14
717020,2017-10-23
717040,2017-10-24
717050,2018-04-30
717060,2017-10-16
717070,2018-02-05
717120,2018-01-12
717170,2017-11-01
717190,2017-10-14
717200,2017-09-29
717240,2017-11-29
717310,2018-06-19
717330,2018-04-26
717370,2017-10-02
717380,2017-10-12
717400,2017-10-26
717450,2017-10-04
717540,2017-10-17
717610,2018-02-08
717640,2017-12-06
717670,2017-10-27
717680,2018-04-06
717710,2019-01-22
717720,2017-10-23
717760,2018-01-18
717780,2018-11-26
717790,2017-11-30
717820,2017-10-16
717830,2018-01-11
717840,2017-10-13
717850,2018-05-18
717940,2018-05-31
717950,2017-10-07
717960,2017-12-19
717980,2018-05-11
717990,2017-12-31
718010,2018-09-20
718020,2018-09-24
718030,2017-12-15
718040,2017-10-20
718070,2017-11-21
718080,2017-11-03
718090,2018-12-27
718120,2018-07-24
718140,2017-10-04
718180,2017-11-29
718200,2017-10-31
718210,2017-11-24
718220,2017-10-30
718240,2017-11-10
718250,2018-03-15
718270,2018-05-18
718310,2018-12-21
718320,2017-10-17
718330,2017-10-09
718350,2017-10-05
718360,2017-10-04
718370,2017-10-31
718380,2019-01-31
718410,2017-11-08
718470,2017-12-13
718490,2017-10-06
718500,2017-11-02
718530,2017-10-31
718540,2017-10-12
718560,2018-09-05
718590,2019-04-25
718650,2019-04-18
718660,2017-10-10
718670,2018-05-31
718680,2017-10-19
718710,2017-10-24
718720,2017-12-01
718730,2017-11-03
718740,2017-11-08
718810,2018-09-25
718830,2017-10-09
718840,2017-10-10
718910,2017-10-11
718920,2017-10-20
718940,2017-11-23
718960,2017-11-02
718970,2017-10-09
718980,2017-10-15
718990,2017-12-18
719070,2018-03-06
719080,2017-12-05
719090,2017-09-28
719100,2017-10-13
719110,2017-11-01
719120,2017-10-31
719130,2017-10-10
719140,2017-10-17
719180,2019-02-18
719200,2018-11-02
719210,2018-04-18
719250,2017-11-20
719280,2018-05-17
719290,2017-10-25
719300,2017-10-25
719310,2017-10-25
719320,2018-06-05
719350,2018-03-21
719370,2017-10-10
719410,2017-11-10
719430,2017-10-20
719460,2017-10-05
719470,2017-11-19
719540,2017-12-06
719550,2017-10-12
719590,2018-01-02
719600,2017-11-13
719640,2017-12-19
719660,2018-02-08
719720,2018-03-13
719730,2018-01-10
719740,2017-10-16
719750,2018-08-02
719800,2018-05-08
719830,2017-10-31
719840,2017-12-13
719890,2018-12-21
719970,2017-11-29
720000,2017-10-06
720020,2017-12-06
720030,2018-02-08
720040,2017-12-21
720060,2017-12-15
720150,2017-10-09
720200,2017-11-07
720240,2017-10-19
720250,2018-04-03
720270,2018-06-19
720280,2017-11-02
720290,2017-10-19
720300,2019-04-18
720310,2017-10-31
720320,2018-04-13
720470,2017-10-07
720480,2017-10-19
720510,2017-11-07
720600,2017-10-20
720630,2017-11-02
720640,2017-10-20
720670,2017-10-19
720730,2018-04-24
720840,2017-10-09
720850,2017-11-09
720940,2018-06-07
721010,2018-08-15
721030,2017-11-29
721080,2017-10-13
721090,2017-10-24
721190,2018-06-05
721300,2017-10-26
721350,2017-10-10
721380,2017-10-24
721390,2018-01-18
721400,2017-09-27
721420,2017-10-25
721430,2017-10-11
721470,2017-10-10
721480,2018-09-25
721510,2017-12-07
721540,2017-10-13
721670,2017-10-12
721740,2017-10-20
721760,2017-09-28
721890,2017-10-27
721940,2017-10-15
721950,2017-10-21
721960,2018-07-11
722010,2017-10-11
722020,2017-10-10
722040,2017-10-13
722050,2017-10-21
722060,2017-11-27
722070,2017-10-26
722080,2017-10-20
722180,2018-01-29
722190,2018-06-14
722210,2018-07-31
722220,2017-10-10
722230,2017-12-15
722240,2017-10-12
722250,2017-10-11
722290,2018-10-01
722330,2018-02-08
722340,2017-10-10
722350,2017-10-30
722370,2017-10-31
722410,2017-11-05
722540,2017-10-06
722570,2017-10-12
722580,2017-11-02
722590,2017-11-05
722600,2017-09-28
722620,2018-03-29
722660,2018-04-12
722670,2017-10-20
722680,2017-10-18
722730,2017-10-16
722750,2017-10-22
722760,2017-10-04
722810,2017-10-04
722870,2017-10-19
722890,2018-01-11
722910,2017-10-20
722920,2018-05-19
722940,2017-10-12
722960,2019-02-28
722990,2017-10-19
723020,2018-01-01
723060,2017-11-14
723070,2017-11-15
723090,2017-10-24
723100,2017-12-14
723110,2017-12-01
723180,2019-03-29
723190,2017-10-13
723270,2017-12-12
723350,2018-09-21
723380,2017-10-15
723390,2018-02-23
723420,2017-11-07
723450,2018-04-26
723500,2017-11-07
723510,2017-10-19
723540,2017-12-04
723600,2018-04-17
723610,2017-11-03
723760,2017-11-02
723780,2017-12-19
723790,2017-10-13
723810,2018-01-19
723820,2017-11-01
723830,2017-11-07
723880,2018-03-20
723890,2017-10-26
723930,2017-10-11
723940,2017-10-09
723950,2017-10-06
724010,2017-10-24
724030,2017-10-17
724070,2017-11-29
724080,2018-03-29
724090,2018-04-24
724110,2018-03-20
724120,2018-09-18
724130,2017-10-25
724180,2017-11-03
724250,2018-05-04
724280,2017-10-10
724300,2018-06-08
724310,2017-12-05
724340,2017-10-12
724350,2017-11-21
724390,2018-08-31
724430,2018-03-20
724470,2018-03-22
724480,2018-01-05
724490,2018-11-20
724510,2018-01-30
724520,2017-11-26
724580,2017-10-19
724600,2017-10-25
724630,2018-11-26
724640,2017-11-01
724710,2018-03-23
724740,2017-10-31
724750,2017-11-29
724760,2018-01-09
724870,2017-11-14
724900,2017-11-02
724910,2018-01-04
724920,2018-05-16
724940,2017-10-20
724950,2017-10-20
724970,2017-12-21
724980,2017-12-23
725020,2017-11-23
725040,2017-11-02
725080,2017-12-12
725110,2018-09-21
725120,2018-09-12
725140,2018-03-29
725170,2017-10-18
725280,2017-11-10
725320,2017-11-07
725340,2017-10-31
725370,2018-08-07
725380,2017-11-04
725410,2017-10-20
725430,2018-07-27
725480,2018-03-05
725490,2017-10-25
725500,2017-12-18
725510,2017-11-02
725540,2017-11-21
725550,2017-12-18
725620,2019-02-22
725640,2017-10-16
725660,2017-12-02
725680,2017-10-17
725780,2018-01-17
725910,2018-03-14
725920,2017-10-22
725950,2017-10-29
725960,2017-10-24
725970,2017-10-19
725980,2017-11-02
726000,2017-11-21
726020,2017-10-27
726030,2017-10-30
726040,2017-10-28
726060,2017-10-18
726070,2017-10-16
726120,2017-10-24
726160,2017-11-25
726170,2017-11-17
726200,2017-12-01
726230,2017-10-19
726250,2017-11-30
726260,2017-11-06
726300,2018-05-11
726320,2017-10-18
726330,2017-10-24
726340,2017-11-02
726360,2018-12-07
726390,2017-10-26
726430,2017-10-31
726460,2017-10-19
726500,2017-11-01
726510,2018-01-11
726520,2017-10-20
726570,2017-11-01
726580,2017-10-19
726590,2018-10-15
726600,2017-12-14
726610,2017-11-02
726620,2017-11-01
726630,2017-11-02
726710,2018-09-14
726720,2017-10-29
726760,2017-10-16
726800,2017-10-31
726810,2018-04-19
726820,2017-11-09
726830,2019-04-09
726840,2019-02-21
726870,2018-01-31
726880,2018-10-25
726910,2017-12-06
726950,2018-04-10
726990,2017-12-19
727010,2019-02-23
727020,2017-10-25
727060,2017-12-01
727070,2017-11-06
727090,2017-11-28
727100,2018-08-15
727110,2017-10-19
727140,2017-10-31
727150,2018-04-26
727170,2017-10-26
727180,2018-12-03
727190,2018-02-06
727200,2017-10-22
727220,2017-10-23
727280,2017-10-18
727290,2017-12-14
727310,2017-12-18
727320,2017-10-20
727330,2017-12-20
727340,2017-10-30
727390,2017-10-26
727420,2018-12-14
727430,2018-07-25
727460,2017-12-31
727480,2017-12-07
727490,2017-11-22
727510,2017-10-30
727530,2017-11-01
727540,2018-05-17
727550,2017-11-09
727560,2017-11-01
727570,2018-10-08
727610,2017-11-20
727640,2017-10-31
727680,2017-10-20
727720,2018-08-16
727730,2017-10-25
727760,2018-03-28
727790,2018-01-08
727800,2017-10-23
727830,2017-11-23
727850,2018-10-11
727860,2017-10-27
727900,2017-11-24
727910,2017-10-30
727970,2018-05-09
728020,2017-12-01
728050,2017-11-20
728070,2017-12-10
728090,2019-01-21
728110,2017-11-15
728150,2017-10-24
728220,2017-10-26
728240,2018-07-17
728420,2017-10-25
728440,2017-11-11
728540,2018-07-12
728610,2017-11-13
728620,2017-11-14
728630,2018-06-25
728650,2017-12-13
728660,2017-11-10
728670,2017-11-08
728710,2017-10-23
728730,2018-04-23
728830,2018-02-13
728870,2017-10-24
728880,2018-08-07
728950,2017-11-22
728990,2017-10-31
729030,2019-01-25
729040,2019-04-03
729050,2017-12-23
729060,2018-02-06
729090,2018-02-15
729130,2017-10-11
729170,2017-10-28
729180,2017-10-26
729190,2017-10-23
729220,2018-10-30
729300,2017-11-01
729310,2017-11-14
729320,2017-10-25
729330,2017-10-23
729340,2017-11-28
729370,2019-01-23
729390,2017-12-08
729460,2017-11-02
729470,2018-01-26
729530,2017-10-27
729570,2017-10-20
729580,2017-10-27
729640,2019-01-31
729650,2017-11-03
729660,2017-10-20
729670,2017-11-01
729720,2017-11-10
729740,2017-11-14
729780,2017-10-16
729820,2019-01-22
729930,2017-10-24
729940,2017-11-08
729970,2017-11-03
729980,2017-11-08
729990,2017-11-17
730010,2017-11-01
730030,2017-10-27
730050,2018-02-12
730090,2017-11-02
730120,2017-10-28
730180,2017-10-24
730190,2018-01-30
730220,2017-10-24
730240,2017-11-03
730270,2017-11-14
730280,2017-11-01
730290,2018-11-05
730300,2018-01-19
730310,2018-02-13
730410,2017-12-06
730420,2018-10-30
730460,2018-08-17
730580,2017-11-09
730620,2017-10-30
730670,2017-11-20
730690,2018-02-12
730700,2018-11-01
730710,2019-01-14
730760,2017-11-29
730780,2018-07-19
730820,2018-03-22
730830,2018-11-16
730840,2017-12-01
730870,2017-12-01
730890,2017-11-10
730920,2017-11-17
730950,2017-11-03
731120,2017-12-28
731180,2017-10-30
731190,2017-11-20
731230,2017-11-24
731320,2017-10-13
731410,2017-11-01
731420,2018-07-10
731430,2018-01-22
731450,2017-11-02
731490,2018-06-29
731500,2018-01-15
731510,2017-11-08
731520,2017-12-15
731590,2017-10-31
731600,2018-04-09
731670,2017-11-07
731680,2018-05-25
731690,2018-04-06
731700,2017-12-27
731720,2018-06-03
731760,2017-10-26
731770,2017-10-27
731790,2017-10-27
731820,2017-11-02
731860,2018-03-08
731880,2017-11-20
731920,2017-12-04
731930,2017-11-01
731940,2017-11-10
732000,2018-05-25
732010,2017-11-27
732030,2017-12-14
732040,2017-11-29
732060,2018-03-02
732070,2017-11-10
732090,2017-10-27
732110,2017-10-27
732140,2018-01-09
732150,2017-10-30
732160,2019-03-07
732240,2018-10-05
732290,2017-11-08
732360,2018-06-28
732370,2018-05-03
732400,2018-03-27
732430,2017-11-08
732470,2017-11-23
732480,2017-12-05
732520,2018-02-28
732550,2017-11-04
732670,2017-11-01
732680,2017-11-01
732730,2017-11-22
732770,2017-10-31
732800,2017-11-06
732810,2018-05-21
732840,2017-10-26
732870,2017-10-31
732950,2017-11-20
732980,2017-10-30
733020,2017-12-04
733030,2018-04-02
733040,2018-10-18
733050,2017-11-24
733060,2017-12-08
733070,2017-12-18
733090,2017-11-28
733180,2017-11-29
733230,2017-10-27
733250,2017-10-31
733300,2018-11-09
733340,2018-03-13
733420,2017-11-09
733430,2017-12-29
733460,2017-11-30
733480,2017-12-27
733500,2018-02-08
733510,2018-03-16
733520,2017-11-08
733530,2018-01-04
733540,2018-06-14
733550,2018-03-19
733570,2018-05-31
733610,2017-12-14
733650,2018-01-19
733670,2018-03-02
733690,2017-11-09
733710,2017-11-02
733740,2018-02-12
733750,2018-01-23
733760,2017-11-10
733770,2018-01-10
733790,2018-08-17
733800,2017-12-08
733840,2017-12-02
733870,2018-02-14
733910,2018-01-24
733980,2017-10-30
733990,2017-12-11
734010,2017-10-30
734020,2018-01-23
734080,2017-11-14
734120,2017-10-24
734290,2018-04-03
734330,2019-03-10
734350,2017-12-08
734380,2018-03-08
734440,2018-08-01
734450,2018-02-08
734490,2017-11-17
734510,2018-02-27
734540,2017-11-15
734550,2017-12-27
734570,2018-08-01
734580,2018-03-27
734590,2018-01-22
734700,2017-10-31
734730,2018-12-11
734750,2017-12-14
734820,2017-11-01
734870,2017-11-24
734890,2017-12-05
734910,2017-11-27
734920,2018-02-07
734980,2018-05-28
735010,2017-11-10
735030,2018-05-21
735060,2018-02-07
735110,2017-10-30
735240,2017-11-01
735260,2017-11-01
735280,2017-10-31
735320,2017-11-02
735350,2017-11-10
735410,2017-10-31
735450,2017-11-02
735460,2018-02-01
735470,2017-11-08
735500,2018-05-18
735520,2017-10-31
735530,2017-11-13
735540,2017-11-17
735550,2018-06-28
735570,2017-12-07
735580,2018-11-08
735590,2017-11-01
735600,2018-07-27
735650,2017-11-06
735660,2019-04-25
735700,2017-11-16
735810,2018-02-27
735840,2017-11-16
735850,2018-04-18
736050,2017-10-31
736110,2017-11-12
736180,2017-12-08
736190,2018-09-28
736200,2017-11-11
736220,2018-08-09
736230,2017-11-18
736250,2018-04-13
736260,2019-03-13
736340,2018-12-05
736390,2017-11-14
736400,2017-11-01
736410,2018-01-23
736420,2019-02-04
736430,2017-12-27
736480,2018-11-16
736510,2017-10-31
736570,2018-01-16
736610,2017-10-27
736710,2017-12-06
736720,2018-04-20
736810,2018-03-13
736840,2017-11-02
736850,2019-03-21
736860,2017-11-30
736920,2019-03-05
736930,2017-12-12
737070,2017-11-28
737260,2017-12-05
737280,2017-11-12
737330,2017-11-01
737380,2017-11-16
737390,2018-01-27
737490,2017-11-27
737510,2018-08-03
737530,2018-03-07
737600,2017-11-28
737660,2019-03-18
737690,2017-12-08
737710,2018-06-15
737730,2017-11-22
737800,2018-08-23
737810,2017-11-17
737830,2017-11-07
737840,2018-09-19
737870,2017-12-05
737880,2019-03-11
737890,2018-09-28
737930,2018-01-11
737980,2017-11-01
738000,2017-11-01
738020,2017-12-07
738030,2019-03-22
738060,2017-12-04
738080,2018-02-05
738130,2018-03-09
738210,2018-04-06
738260,2017-11-03
738290,2017-11-15
738350,2017-11-01
738430,2017-11-03
738440,2018-12-26
738450,2017-12-25
738470,2017-11-14
738480,2017-11-06
738500,2017-12-31
738520,2018-09-13
738530,2018-09-24
738540,2019-01-10
738550,2019-02-05
738560,2017-11-23
738580,2018-02-09
738590,2018-11-28
738600,2019-01-18
738610,2017-12-14
738620,2018-03-17
738650,2018-09-18
738700,2018-11-22
738720,2018-04-24
738730,2017-11-20
738760,2017-12-07
738840,2018-02-05
738860,2019-04-02
738880,2018-02-02
738900,2018-12-28
738920,2018-01-29
739000,2017-11-15
739010,2018-05-04
739030,2017-12-01
739050,2018-01-10
739100,2018-09-28
739170,2018-12-21
739180,2017-11-17
739190,2018-05-17
739200,2017-11-17
739210,2017-11-21
739220,2018-07-12
739240,2017-11-20
739260,2017-12-22
739290,2018-03-07
739350,2017-11-08
739360,2018-12-28
739410,2017-11-10
739690,2017-11-23
739710,2017-12-07
739720,2018-12-19
739730,2017-11-22
739780,2018-01-31
739800,2017-11-06
739810,2018-10-25
739850,2017-11-20
739880,2017-12-07
739890,2017-12-12
739940,2017-11-15
739950,2018-03-14
739960,2017-10-31
739980,2017-11-28
739990,2017-11-07
740000,2017-12-20
740040,2017-11-15
740060,2017-10-30
740070,2017-11-28
740080,2017-11-30
740090,2017-12-14
740100,2018-01-09
740110,2017-12-14
740150,2017-11-17
740170,2018-12-03
740200,2018-05-20
740220,2017-11-07
740230,2018-02-07
740240,2017-12-21
740250,2018-05-04
740260,2017-12-01
740280,2018-06-15
740290,2017-12-12
740300,2017-11-07
740320,2017-11-24
740340,2018-09-13
740350,2017-11-19
740390,2017-11-07
740400,2017-11-29
740410,2017-12-01
740470,2017-12-04
740500,2017-11-22
740520,2017-11-15
740550,2019-01-31
740560,2018-01-05
740570,2017-11-06
740600,2017-11-13
740720,2017-11-18
740730,2017-12-18
740780,2017-11-30
740790,2018-03-28
740810,2018-10-31
740950,2017-10-23
740990,2017-12-06
741010,2017-11-10
741100,2017-11-10
741120,2017-11-17
741250,2018-01-29
741260,2018-01-25
741320,2017-10-26
741360,2017-11-10
741390,2017-12-04
741400,2017-12-19
741430,2018-08-16
741450,2017-11-24
741490,2017-11-03
741500,2017-11-22
741510,2019-01-21
741560,2017-11-15
741590,2017-12-22
741620,2017-12-08
741630,2017-12-11
741650,2018-05-28
741670,2017-12-01
741720,2017-11-09
741770,2017-11-22
741820,2018-12-11
741930,2017-12-04
741990,2018-08-31
742010,2017-11-17
742030,2017-11-08
742120,2018-09-04
742150,2017-10-26
742170,2018-05-30
742220,2017-11-22
742230,2017-11-29
742250,2018-02-07
742300,2018-10-02
742340,2017-11-13
742360,2018-01-26
742380,2018-06-13
742460,2017-12-16
742470,2017-12-07
742480,2018-04-20
742500,2018-11-08
742530,2018-02-14
742540,2017-11-21
742630,2017-11-20
742700,2018-06-01
742900,2017-11-17
742990,2018-12-17
743000,2018-01-16
743070,2017-11-18
743090,2018-07-10
743100,2018-06-15
743110,2017-12-27
